fecha,provincia,altitud,velmedia,tmin,tmed,tmax,presMin,presMax,sol,prec,ha,psat,hr,vol_min,vol_max,delta_V,delta_P,delta_T
2020-03-02,CADIZ,2,4.4,15.5,17.4,19.3,1016.8,1024.6,7.6,0.1,0.2911674358339747,10.199046793947513,87.0,2.8342767909428073,2.856018882769473,0.021742091826665533,7.7999999999999545,3.8000000000000007
2020-03-02,CIUDAD_REAL,628,5.8,6.6,11.2,15.7,934.5,947.8,7.1,4.0,0.5073030662846747,8.567319805359748,62.0,2.998522895125554,3.041198501872659,0.04267560674710502,13.299999999999955,9.1
2020-03-02,CORDOBA,90,8.1,9.8,15.2,20.7,1000.3,1012.9,9.3,0.1,0.47393596673721883,9.596629294847148,76.0,2.8452956856550498,2.8811356593022093,0.03583997364715952,12.600000000000023,10.899999999999999
2020-03-02,GRANADA,687,7.2,10.5,14.0,17.5,934.9,942.1,3.6,0.5,0.2719523116513075,9.279002680356461,62.0,3.046385733998514,3.069847042464435,0.023461308465920983,7.2000000000000455,7.0
2020-03-02,HUELVA,19,5.6,10.0,15.4,20.9,1012.0,1022.4,9.4,0.2,0.39091410376739627,9.650314303147638,84.0,2.820813771517997,2.849802371541502,0.028988600023505118,10.399999999999977,10.899999999999999
2020-03-02,JAEN,580,6.4,9.6,13.4,17.3,944.0,955.3,5.3,0.4,0.42770774010963536,9.123051259545045,68.0,2.998011095990788,3.0338983050847457,0.035887209093957484,11.299999999999955,7.700000000000001
2020-03-02,LA_CORUÑA,58,6.9,8.8,11.0,13.1,988.7,1009.1,5.0,3.8,0.7786666707381256,8.518038887786565,82.0,2.814389059558022,2.8724587842621623,0.0580697247041404,20.399999999999977,4.299999999999999
2020-03-02,LUGO,445,2.5,4.5,8.1,11.7,941.9,964.7,3.0,8.6,0.8792480115690554,7.826236831023286,77.0,2.913859230848969,2.9843932476908375,0.07053401684186866,22.800000000000068,7.199999999999999
2020-03-02,MADRID,667,4.7,6.3,9.5,12.7,923.9,939.8,4.75,0.0,0.6101227421141627,8.15492527565698,54.0,3.005958714620132,3.0576902262149583,0.05173151159482625,15.899999999999977,6.3999999999999995
2020-03-02,MALAGA,5,5.6,14.3,20.2,26.0,1013.5,1022.1,6.5,0.0,0.3179665521370874,11.004191962980208,80.0,2.868603854808727,2.892945239269857,0.024341384461129767,8.600000000000023,11.7
2020-03-02,ORENSE,143,2.2,7.2,10.8,14.5,979.1,1000.9,5.3,3.6,0.8326906718400423,8.46896267551797,62.0,2.8354480967129585,2.898580328873455,0.06313223216049657,21.799999999999955,7.3
2020-03-02,PALENCIA,830,1.7,1.7,6.4,11.1,900.0,921.4,9.1,2.2,0.8302776658023754,7.4401443673588865,66.0,3.0323420881267635,3.1044444444444443,0.0721023563176808,21.399999999999977,9.4
2020-03-02,PONTEVEDRA,108,4.2,7.9,10.7,13.5,984.5,1005.5,5.5,12.4,0.8024158065215008,8.44450119054863,66.0,2.821481849825957,2.881665820213306,0.06018397038734902,21.0,5.6
2020-03-02,SALAMANCA,775,5.0,4.1,7.9,11.7,913.4,930.7,6.65,1.1,0.6676234649966588,7.780077123291702,66.0,3.0181583754163532,3.0753229691263413,0.057164593709988054,17.300000000000068,7.6
2020-03-02,SEVILLA,34,7.8,12.1,16.8,21.6,1009.6,1020.5,7.8,0.0,0.40772980905152617,10.032146045795276,75.0,2.8397844194022537,2.8704437400950873,0.030659320692833614,10.899999999999977,9.500000000000002
2020-03-02,VALENCIA,56,13.6,7.5,14.2,21.0,990.6,1010.1,8.6,0.0,0.7360248693367134,9.331408963032365,62.0,2.8432828432828434,2.8992529779931355,0.05597013471029211,19.5,13.5
2020-03-02,ZAMORA,656,3.1,4.5,8.2,11.9,922.5,942.1,7.6,1.8,0.7555761325835664,7.849390913546224,64.0,2.9848211442522024,3.0482384823848236,0.06341733813262129,19.600000000000023,7.4
2020-03-02,ZARAGOZA,249,8.1,4.9,11.2,17.4,964.0,986.2,3.2,0.4,0.846776546730815,8.567319805359748,60.0,2.881768403974853,2.9481327800829877,0.06636437610813495,22.200000000000045,12.499999999999998
2020-03-03,ALICANTE,43,5.8,7.1,15.2,23.2,1009.2,1015.4,4.5,0.0,0.23320658680719994,9.596629294847148,64.0,2.83829032893441,2.8557273087594135,0.017436979825003363,6.199999999999932,16.1
2020-03-03,ALMERIA,21,3.6,13.9,18.3,22.7,1012.8,1018.3,5.1,0.0,0.20467637130377736,10.453100198954067,66.0,2.8606501031130316,2.876184834123223,0.015534731010191205,5.5,8.799999999999999
2020-03-03,BADAJOZ,185,3.3,7.6,13.8,19.9,998.4,1001.9,3.9,0.0,0.13229118120527852,9.226807937522544,67.0,2.862561133845693,2.8725961538461537,0.010035020000460637,3.5,12.299999999999999
2020-03-03,CADIZ,2,2.5,12.3,15.6,19.0,1023.3,1026.8,2.85,0.0,0.131466508906856,9.704214009514605,85.0,2.810673938449552,2.8202873057754325,0.009613367325880695,3.5,6.699999999999999
2020-03-03,CIUDAD_REAL,628,3.9,5.5,9.4,13.3,946.6,949.6,1.8,0.0,0.11515824085806711,8.131122363564852,62.0,2.973883740522325,2.9833086837101206,0.00942494318779552,3.0,7.800000000000001
2020-03-03,CORDOBA,90,3.9,6.1,11.8,17.6,1011.2,1014.6,6.8,0.0,0.12941342603394582,8.716395371233467,70.0,2.807017543859649,2.8164556962025316,0.009438152342882589,3.3999999999999773,11.500000000000002
2020-03-03,GRANADA,687,2.5,3.0,10.2,17.5,941.3,944.0,5.8,0.0,0.10334979657315216,8.3229576819011,62.0,3.0,3.0086051205779243,0.008605120577924286,2.7000000000000455,14.5
2020-03-03,HUELVA,19,4.2,8.0,13.7,19.4,1021.0,1024.1,7.2,0.0,0.11721303696331684,9.200789752044868,70.0,2.7995312957718976,2.8080313418217435,0.008500046049845889,3.099999999999909,11.399999999999999
2020-03-03,JAEN,580,4.4,6.6,11.5,16.4,953.8,956.9,5.2,0.0,0.11811895188100709,8.64162600663428,65.0,2.9731424391263457,2.982805619626756,0.009663180500410373,3.1000000000000227,9.799999999999999
2020-03-03,LA_CORUÑA,58,5.8,10.8,13.4,16.0,1002.0,1010.8,1.0,2.6,0.3330821338906891,9.123051259545045,82.0,2.8333992876929166,2.8582834331337326,0.024884145440815963,8.799999999999955,5.199999999999999
2020-03-03,LUGO,445,4.2,6.7,11.6,16.4,958.7,966.5,2.2,3.2,0.2970981509449037,8.666497589320787,77.0,2.9446456285566476,2.96860331699176,0.023957688435112257,7.7999999999999545,9.7
2020-03-03,MADRID,667,3.1,5.2,9.8,14.4,938.6,942.3,6.0,0.0,0.14182771459203763,8.22663612722741,54.0,3.001167356468216,3.0129980822501596,0.011830725781943663,3.699999999999932,9.2
2020-03-03,MALAGA,5,6.4,12.7,17.9,23.1,1020.2,1023.8,9.8,0.0,0.13415410804100752,10.339637049969923,80.0,2.8413752686071496,2.8514016859439324,0.010026417336782778,3.599999999999909,10.400000000000002
2020-03-03,ORENSE,143,2.5,9.7,14.1,18.5,995.5,1002.0,0.8,1.8,0.2454270335989609,9.305179350926792,62.0,2.8652694610778444,2.883977900552486,0.018708439474641736,6.5,8.8
2020-03-03,PALENCIA,830,1.9,3.0,10.3,17.6,916.7,924.0,6.6,0.4,0.27932864698942855,8.347164719555776,66.0,3.066017316017316,3.0904330751609033,0.0244157591435874,7.2999999999999545,14.600000000000001
2020-03-03,PONTEVEDRA,108,3.3,10.0,12.2,14.4,1000.2,1007.4,0.0,27.4,0.273667798460388,8.81681100092375,66.0,2.8310502283105023,2.8514297140571885,0.020379485746686132,7.199999999999932,4.4
2020-03-03,SALAMANCA,775,3.9,5.2,10.1,15.0,927.2,932.3,4.75,0.6,0.19528520255095733,8.298801361354949,66.0,3.036576209374665,3.05327868852459,0.016702479149925065,5.099999999999909,9.8
2020-03-03,SEVILLA,34,4.7,8.2,14.0,19.8,1019.1,1022.4,9.5,0.1,0.12464480950684675,9.279002680356461,70.0,2.8071205007824727,2.8162103817093516,0.009089880926878902,3.2999999999999545,11.600000000000001
2020-03-03,VALENCIA,56,9.7,8.8,14.8,20.7,1002.4,1010.3,6.8,0.0,0.29756310880376163,9.489901572443753,62.0,2.8486588142136,2.8711093375897847,0.022450523376184695,7.899999999999977,11.899999999999999
2020-03-03,ZAMORA,656,3.3,6.2,11.8,17.3,937.5,943.7,3.0,0.0,0.23598918865013982,8.716395371233467,64.0,3.0179082335487974,3.0378666666666665,0.019958433117869046,6.2000000000000455,11.100000000000001
2020-03-03,ZARAGOZA,249,6.7,3.0,10.2,17.5,976.6,987.8,4.2,2.2,0.4287102672663991,8.3229576819011,60.0,2.866977120874671,2.8998566455048125,0.03287952463014143,11.199999999999932,14.5
2020-03-04,ALICANTE,43,6.9,12.8,18.2,23.6,1012.9,1016.4,9.1,0.0,0.1302933051204897,10.424651611089981,64.0,2.8650137741046833,2.874913614374568,0.009899840269884663,3.5,10.8
2020-03-04,ALMERIA,21,1.9,12.3,16.8,21.2,1014.2,1018.5,10.4,0.0,0.1608475393506007,10.032146045795276,66.0,2.845360824742268,2.857424571090515,0.012063746348246696,4.2999999999999545,8.899999999999999
2020-03-04,BADAJOZ,185,2.8,11.1,15.9,20.7,997.9,1002.4,3.7,0.0,0.1688529369717014,9.785467111006012,67.0,2.8820830007980844,2.895079667301333,0.012996666503248377,4.5,9.6
2020-03-04,CADIZ,2,4.4,15.0,16.9,18.8,1021.6,1025.9,1.9000000000000001,0.0,0.1607920842430888,10.059826364937905,87.0,2.825811482600643,2.8377055599060297,0.01189407730538683,4.300000000000068,3.8000000000000007
2020-03-04,CIUDAD_REAL,628,2.8,10.6,13.2,15.7,947.0,950.5,0.1,0.0,0.13256837592755255,9.071488417459467,62.0,3.0110468174644924,3.0221752903907073,0.011128472926214883,3.5,5.1
2020-03-04,CORDOBA,90,3.3,8.9,15.6,22.4,1009.7,1014.0,10.0,0.0,0.1615159966569928,9.704214009514605,75.0,2.8461538461538463,2.8582747350698225,0.012120888915976291,4.2999999999999545,13.499999999999998
2020-03-04,GRANADA,687,3.1,6.3,13.4,20.6,940.4,944.4,9.2,0.0,0.151400969950314,9.123051259545045,62.0,3.0326132994493857,3.045512547851978,0.012899248402592267,4.0,14.3
2020-03-04,HUELVA,19,2.8,9.6,15.9,22.2,1019.4,1023.9,7.2,0.0,0.1688529369717014,9.785467111006012,82.0,2.821564605918547,2.8340200117716305,0.01245540585308369,4.5,12.6
2020-03-04,JAEN,580,2.5,11.4,14.6,17.7,953.5,957.2,4.5,0.2,0.1394618656605327,9.436857957261294,66.0,3.004596740493105,3.016255899318301,0.01165915882519597,3.7000000000000455,6.299999999999999
2020-03-04,LA_CORUÑA,58,5.6,14.2,16.6,18.9,1000.6,1011.5,2.5,14.0,0.4080112446401726,9.97694872790502,82.0,2.8630746416213544,2.894263441934839,0.031188800313484588,10.899999999999977,4.699999999999999
2020-03-04,LUGO,445,3.3,11.4,13.8,16.2,959.0,968.1,1.4,16.6,0.34395707113372503,9.226807937522544,77.0,2.96250387356678,2.9906152241918664,0.028111350625086295,9.100000000000023,4.799999999999999
2020-03-04,MADRID,667,2.8,10.6,14.9,19.2,940.5,944.1,5.949999999999999,0.0,0.13555130409767913,9.516503357013276,54.0,3.049465099036119,3.06113769271664,0.011672593680521093,3.6000000000000227,8.6
2020-03-04,MALAGA,5,8.6,15.4,19.9,24.4,1018.4,1023.1,10.5,0.0,0.17395031164863986,10.91583499694265,80.0,2.8628677548626724,2.8760801256873525,0.013212370824680075,4.7000000000000455,8.999999999999998
2020-03-04,ORENSE,143,3.1,13.8,16.4,18.9,995.0,1003.0,1.6,13.6,0.2996646378122084,9.921968798178398,62.0,2.8853439680957127,2.908542713567839,0.023198745472126525,8.0,5.099999999999998
2020-03-04,PALENCIA,830,2.5,8.2,12.8,17.3,919.9,925.3,4.4,0.2,0.2048201773666868,8.968991456700358,66.0,3.0887279801145575,3.1068594412436132,0.018131461129055726,5.399999999999977,9.100000000000001
2020-03-04,PONTEVEDRA,108,3.6,13.2,14.8,16.3,998.5,1007.8,0.0,27.8,0.3502958116297439,9.489901572443753,66.0,2.855725342329827,2.882323485227842,0.026598142898014654,9.299999999999955,3.1000000000000014
2020-03-04,SALAMANCA,775,3.3,9.8,12.5,15.2,928.7,933.6,5.1,0.1,0.18605053816067316,8.892667078618704,66.0,3.0580548414738646,3.0741897275761816,0.016134886102316948,4.899999999999977,5.399999999999999
2020-03-04,SEVILLA,34,3.1,9.2,16.0,22.8,1017.5,1022.0,10.2,0.0,0.16879454065941651,9.812659313835399,75.0,2.827788649706458,2.8402948402948405,0.012506190588382537,4.5,13.600000000000001
2020-03-04,VALENCIA,56,6.7,13.4,19.4,25.3,1007.3,1010.9,8.9,0.0,0.13346625583775926,10.769696153230017,62.0,2.8924720546048075,2.90280949071776,0.01033743611295268,3.6000000000000227,11.9
2020-03-04,ZAMORA,656,2.5,10.8,13.1,15.4,939.9,945.5,1.9,2.8,0.21218350083831516,9.045785672048986,64.0,3.025912215758858,3.04394084477072,0.018028629011862307,5.600000000000023,4.6
2020-03-04,ZARAGOZA,249,3.1,8.2,14.3,20.4,983.5,988.4,8.1,0.0,0.184885497392925,9.357691573215476,60.0,2.906717927964387,2.9211997966446366,0.014481868680249477,4.899999999999977,12.2
2020-03-05,ALICANTE,43,6.9,13.1,19.4,25.6,1004.5,1012.9,8.8,0.0,0.31142126362143546,10.769696153230017,64.0,2.8867607858623754,2.9109009457441513,0.02414015988177587,8.399999999999977,12.500000000000002
2020-03-05,ALMERIA,21,3.9,10.1,15.7,21.3,1007.8,1014.2,9.1,0.0,0.240312676831646,9.731244514945296,66.0,2.846578584105699,2.864655685651915,0.018077101546216223,6.400000000000091,11.200000000000001
2020-03-05,BADAJOZ,185,5.0,9.4,14.0,18.5,993.9,999.7,6.7,0.0,0.2190726954968878,9.279002680356461,67.0,2.8708612583775133,2.8876144481336152,0.01675318975610196,5.800000000000068,9.1
2020-03-05,CADIZ,2,5.0,14.1,15.9,17.7,1019.1,1023.3,6.25,0.0,0.15759607450691873,9.785467111006012,87.0,2.8232189973614776,2.834854283191051,0.011635285829573405,4.199999999999932,3.5999999999999996
2020-03-05,CIUDAD_REAL,628,3.9,8.0,12.0,15.9,941.3,947.0,5.8,0.0,0.21680563146922502,8.7664996894938,62.0,3.009503695881732,3.027727610751089,0.01822391486935704,5.7000000000000455,7.9
2020-03-05,CORDOBA,90,2.8,5.6,12.3,19.0,1006.0,1010.7,7.1,0.0,0.17858167394862115,8.842044421729813,75.0,2.8227960819234195,2.8359840954274356,0.013188013504016105,4.7000000000000455,13.4
2020-03-05,GRANADA,687,1.9,2.5,9.8,17.0,937.5,941.0,5.2,0.0,0.13416135164111914,8.22663612722741,62.0,3.0053134962805528,3.0165333333333333,0.011219837052780512,3.5,14.5
2020-03-05,HUELVA,19,3.6,9.8,15.1,20.4,1016.6,1021.8,6.7,0.0,0.19566047639563044,9.56986716189743,80.0,2.819534155412018,2.8339563250049182,0.014422169592900325,5.199999999999932,10.599999999999998
2020-03-05,JAEN,580,2.8,10.2,13.8,17.5,949.4,953.5,6.4,0.0,0.15496966941189858,9.226807937522544,68.0,3.007865757734662,3.0208552770170636,0.012989519282401663,4.100000000000023,7.300000000000001
2020-03-05,LA_CORUÑA,58,7.8,10.1,13.1,16.1,1000.1,1010.3,4.8,9.4,0.38647709081264126,9.045785672048986,82.0,2.8318321290705732,2.8607139286071392,0.028881799536566,10.199999999999932,6.000000000000002
2020-03-05,LUGO,445,3.1,6.6,9.6,12.5,955.3,964.6,4.3,11.2,0.356738033452824,8.178778501879721,77.0,2.929711797636326,2.958233015806553,0.028521218170226792,9.300000000000068,5.9
2020-03-05,MADRID,667,4.4,8.1,12.0,15.9,935.1,940.5,6.15,0.5,0.20539480876031593,8.7664996894938,54.0,3.0303030303030303,3.0478023740776385,0.017499343774608267,5.399999999999977,7.800000000000001
2020-03-05,MALAGA,5,7.8,14.6,19.2,23.7,1015.5,1019.4,8.0,0.0,0.1446873584428961,10.711632301555941,80.0,2.8663919952913477,2.877400295420975,0.01100830012962728,3.8999999999999773,9.1
2020-03-05,ORENSE,143,1.4,8.5,12.2,15.9,991.1,1000.4,3.5,6.6,0.3534875730113361,8.81681100092375,62.0,2.850859656137545,2.8776107355463627,0.026751079408817713,9.299999999999955,7.4
2020-03-05,PALENCIA,830,3.6,2.9,9.0,15.0,912.5,920.0,5.8,1.2,0.28830374760275435,8.036412703101547,66.0,3.0652173913043477,3.0904109589041098,0.0251935675997621,7.5,12.1
2020-03-05,PONTEVEDRA,108,4.4,9.3,11.9,14.5,996.5,1005.9,6.7,9.0,0.35766454186025814,8.741421684759887,66.0,2.8322894919972166,2.8590065228299046,0.02671703083268806,9.399999999999977,5.199999999999999
2020-03-05,SALAMANCA,775,5.0,5.1,9.0,12.9,922.4,929.1,7.15,4.2,0.2575513478584623,8.036412703101547,66.0,3.0351953503390376,3.05724197745013,0.0220466271110924,6.7000000000000455,7.800000000000001
2020-03-05,SEVILLA,34,5.0,8.2,14.4,20.5,1014.3,1019.4,7.6,0.0,0.19236492304837385,9.384027237992347,74.0,2.8193054738081225,2.833481218574386,0.014175744766263598,5.100000000000023,12.3
2020-03-05,VALENCIA,56,7.8,13.8,18.2,22.7,999.6,1008.1,6.1,0.0,0.31642659814976065,10.424651611089981,62.0,2.888602321198294,2.9131652661064424,0.024562944908148587,8.5,8.899999999999999
2020-03-05,ZAMORA,656,3.3,6.1,9.8,13.6,933.0,940.9,5.7,1.2,0.3028213365613824,8.22663612722741,64.0,3.0056329046657457,3.0310825294748125,0.025449624809066762,7.899999999999977,7.5
2020-03-05,ZARAGOZA,249,10.3,7.6,13.9,20.2,975.7,983.5,3.9,0.2,0.29471763971977477,9.252878894753097,60.0,2.9171326893746823,2.940453008096751,0.023320318722068745,7.7999999999999545,12.6
2020-03-06,ALICANTE,43,8.9,9.1,13.4,17.7,1010.7,1018.7,5.1,0.1,0.302801939900628,9.123051259545045,64.0,2.8114263276725238,2.8336796279806076,0.022253300308083812,8.0,8.6
2020-03-06,ALMERIA,21,5.0,15.1,17.8,20.6,1010.8,1019.9,10.7,0.0,0.33922832638536654,10.311409078904601,66.0,2.8512599274438672,2.8769291650178075,0.02566923757394024,9.100000000000023,5.500000000000002
2020-03-06,BADAJOZ,185,6.1,7.6,12.8,18.1,998.4,1004.0,10.8,0.0,0.2124061098617511,8.968991456700358,67.0,2.846613545816733,2.862580128205128,0.01596658238839499,5.600000000000023,10.500000000000002
2020-03-06,CADIZ,2,5.6,13.2,15.4,17.5,1022.7,1025.9,8.95,0.0,0.12028126269766234,9.650314303147638,80.0,2.8111901744809433,2.8199863107460645,0.008796136265121213,3.2000000000000455,4.300000000000001
2020-03-06,CIUDAD_REAL,628,3.9,5.3,9.9,14.5,944.6,951.1,7.1,0.0,0.24906877018654489,8.250640641553991,62.0,2.974450636105562,2.9949184840143976,0.0204678479088356,6.5,9.2
2020-03-06,CORDOBA,90,2.8,5.2,12.4,19.7,1009.8,1014.0,10.8,0.0,0.15952773712563856,8.867329761963214,66.0,2.814595660749507,2.826302238066944,0.011706577317437183,4.2000000000000455,14.5
2020-03-06,GRANADA,687,4.2,4.2,9.4,14.6,939.9,943.4,8.2,0.0,0.1343512810010783,8.131122363564852,62.0,2.9934280262878947,3.0045749547824236,0.011146928494528918,3.5,10.399999999999999
2020-03-06,HUELVA,19,3.9,7.7,13.6,19.5,1020.5,1024.2,10.5,0.0,0.13994821915891292,9.174824281674441,68.0,2.798281585627807,2.8084272415482605,0.010145655920453578,3.7000000000000455,11.8
2020-03-06,JAEN,580,4.7,7.1,10.8,14.6,952.2,956.8,8.2,0.0,0.17570537112220763,8.46896267551797,70.0,2.9661371237458196,2.980466288594833,0.014329164849013587,4.599999999999909,7.5
2020-03-06,LA_CORUÑA,58,5.6,8.8,11.2,13.7,1010.3,1021.5,6.8,2.2,0.42720258213446616,8.567319805359748,82.0,2.7821830641213903,2.8130258339107197,0.030842769789329427,11.200000000000045,4.899999999999999
2020-03-06,LUGO,445,2.2,4.4,7.5,10.6,964.3,975.9,5.2,2.0,0.4482930661815836,7.688349914061129,77.0,2.874269904703351,2.908845794877113,0.03457589017376206,11.600000000000023,6.199999999999999
2020-03-06,MADRID,667,4.2,6.2,9.6,13.0,937.8,945.9,7.9,0.0,0.3107073194589098,8.178778501879721,54.0,2.9876308277830637,3.013435700575816,0.02580487279275223,8.100000000000023,6.8
2020-03-06,MALAGA,5,8.1,11.8,16.4,21.1,1018.4,1023.6,10.6,0.0,0.1947820145779372,9.921968798178398,80.0,2.8272762797967954,2.8417124901806754,0.014436210383879988,5.2000000000000455,9.3
2020-03-06,ORENSE,143,1.4,7.3,11.2,15.2,1000.0,1011.3,4.9,1.6,0.43101689090352036,8.567319805359748,62.0,2.810244240087017,2.842,0.031755759912983184,11.299999999999955,7.8999999999999995
2020-03-06,PALENCIA,830,2.8,0.7,5.1,9.5,917.5,929.5,6.4,0.0,0.46775146026159,7.1543731770359384,66.0,2.9919311457772997,3.0310626702997276,0.03913152452242796,12.0,8.8
2020-03-06,PONTEVEDRA,108,2.2,7.5,10.7,13.9,1005.9,1016.5,8.3,0.4,0.4050289309108537,8.44450119054863,66.0,2.7909493359567144,2.820359876727309,0.029410540770594462,10.600000000000023,6.4
2020-03-06,SALAMANCA,775,4.2,4.2,7.7,11.2,927.4,937.5,8.850000000000001,0.2,0.39004617606066583,7.734114972276471,66.0,2.9941333333333335,3.0267414276471856,0.03260809431385203,10.100000000000023,6.999999999999999
2020-03-06,SEVILLA,34,3.9,8.2,14.3,20.4,1017.9,1022.2,9.4,0.0,0.16224645689583547,9.357691573215476,65.0,2.8106045783603992,2.822477650063857,0.01187307170345786,4.300000000000068,12.2
2020-03-06,VALENCIA,56,7.5,10.7,15.0,19.3,1004.8,1014.6,8.0,0.0,0.368872713694929,9.543158534720844,62.0,2.8385570668243645,2.8662420382165603,0.027684971392195834,9.800000000000068,8.600000000000001
2020-03-06,ZAMORA,656,3.1,4.5,8.8,13.0,939.3,949.8,9.2,0.0,0.4039115564481787,7.9893582576439774,64.0,2.966940408507054,3.0001064622591294,0.033166053752075264,10.5,8.5
2020-03-06,ZARAGOZA,249,6.7,5.6,8.2,10.9,980.6,992.0,6.5,2.2,0.43946775058431775,7.849390913546224,60.0,2.8346774193548385,2.8676320620028553,0.03295464264801673,11.399999999999977,5.300000000000001
