,fecha,provincia,v_muy_cortos,v_cortos,v_medios,v_largos,v_muy_largos,v_extra_largos,v_noche,v_madrugada,v_mañana,v_mediodia,v_sobremesa,v_tarde,v_km_muy_cortos,v_km_cortos,v_km_medios,v_km_largos,v_km_muy_largos,v_km_extra_largos,v_km_noche,v_km_madrugada,v_km_mañana,v_km_mediodia,v_km_sobremesa,v_km_tarde,cero_viajes,un_viaje,dos_viajes,mas_de_dos_viajes,num_casos,poblacion,altitud,tmed,prec,tmin,tmax,velmedia,sol,presMax,presMin,hr
40,2020-03-02,ZAMORA,139506409.0,285934087.0,776234191.0,1474255445.0,160844727.0,136785973.0,178720555.0,379086833.0,649895268.0,719291602.0,670473309.0,376093265.0,175545038.0,1053624614.0,5713394005.0,29556080923.0,10904388709.0,30273176818.0,3826815480.0,11243359503.0,17996712724.0,19826715471.0,17298068092.0,7484538837.0,611927970.0,67631754.0,299141389.0,501549843.0,0.0,172539,656,8.2,1.8,4.5,11.9,3.1,7.6,942.1,922.5,64.0
41,2020-03-02,ZARAGOZA,1516974912.0,1294915578.0,1044557458.0,1786149496.0,250565172.0,170281156.0,307914000.0,885519411.0,1239804907.0,1496114652.0,1347766277.0,786324525.0,1810870039.0,4265090428.0,7550653168.0,37558686591.0,17096535439.0,36716641021.0,5669364748.0,17254604749.0,22358002515.0,26004841185.0,22967074462.0,10744589027.0,756105680.0,92627740.0,507766830.0,949847539.0,0.0,964693,249,11.2,0.4,4.9,17.4,8.1,3.2,986.2,964.0,60.0
42,2020-03-03,ALICANTE,1812153257.0,1728889605.0,1354420054.0,1242595056.0,86624470.0,40189548.0,276393331.0,776095835.0,1332584838.0,1521868228.0,1494643254.0,863286504.0,2214896256.0,5716000049.0,9671728978.0,25456745544.0,5955015579.0,9722989585.0,2158304835.0,9089964638.0,13577851826.0,14223875416.0,13936422299.0,5750956977.0,681136343.0,72989258.0,385007528.0,803634814.0,1.0,1858683,43,15.2,0.0,7.1,23.2,5.8,4.5,1015.4,1009.2,64.0
43,2020-03-03,ALMERIA,609643896.0,664410009.0,638742102.0,866894270.0,56084745.0,31915091.0,168153304.0,317782942.0,597624456.0,716627794.0,682598800.0,384902817.0,744608020.0,2262468997.0,4592975044.0,16963545178.0,3743319161.0,7086851580.0,2256129089.0,5203072666.0,7569339563.0,8384841553.0,8170127781.0,3810257328.0,354748239.0,44372993.0,200385072.0,466291314.0,0.0,716820,21,18.3,0.0,13.9,22.7,3.6,5.1,1018.3,1012.8,66.0
44,2020-03-03,BADAJOZ,731043393.0,505471585.0,557517853.0,1162879457.0,115233505.0,51424279.0,125802206.0,373977954.0,690877553.0,787729543.0,715850276.0,429332540.0,891310496.0,1629277181.0,4087802479.0,24375788835.0,7800275445.0,10288396464.0,1612583877.0,8224864470.0,11944301503.0,12405979318.0,10494286268.0,4390835464.0,676856539.0,48280850.0,331852272.0,521438227.0,1.0,673559,185,13.8,0.0,7.6,19.9,3.3,3.9,1001.9,998.4,67.0
45,2020-03-03,CADIZ,1356569570.0,1087035359.0,640403381.0,600272707.0,69629536.0,23519067.0,236448266.0,386055577.0,773748548.0,939389764.0,874099599.0,567687866.0,1669990096.0,3422769984.0,4644289260.0,11616942481.0,4971680509.0,5409407043.0,1583037160.0,5065686973.0,6797627538.0,8168044305.0,7006843718.0,3113839679.0,320091424.0,34453976.0,268178630.0,593563790.0,0.0,1240155,2,15.6,0.0,12.3,19.0,2.5,,1026.8,1023.3,85.0
46,2020-03-03,CIUDAD_REAL,501476798.0,270868235.0,258461002.0,603126502.0,59218087.0,51005206.0,71682624.0,216600814.0,390781250.0,428061940.0,405620050.0,231409152.0,604741000.0,877433432.0,1900727335.0,12907300326.0,4026256128.0,9667986141.0,1292860961.0,6133788430.0,6971346623.0,7239039622.0,6026952810.0,2320455916.0,399393097.0,24752373.0,180551749.0,293123026.0,0.0,495761,628,9.4,0.0,5.5,13.3,3.9,1.8,949.6,946.6,62.0
47,2020-03-03,CORDOBA,946747435.0,676977962.0,494761232.0,725777370.0,70592045.0,34195958.0,164134786.0,328271258.0,619814703.0,729637942.0,675039823.0,432153490.0,1121856187.0,2214172039.0,3634837425.0,14711793445.0,4683320700.0,6285132247.0,1591244290.0,5757613896.0,7374113137.0,8055453603.0,6891155533.0,2981531584.0,347217920.0,38411912.0,241066317.0,477641981.0,0.0,782979,90,11.8,0.0,6.1,17.6,3.9,6.8,1014.6,1011.2,70.0
48,2020-03-03,CORUÑA,1070471238.0,1134296679.0,1003707931.0,967570484.0,67002474.0,20804405.0,216878804.0,438889708.0,881244374.0,1039207767.0,1010153463.0,677479095.0,1269534115.0,3784258579.0,7183706278.0,18022566627.0,4379138726.0,6762921717.0,1546835483.0,5603745791.0,9299257198.0,9902693548.0,9938346206.0,5111247816.0,318829323.0,40622217.0,221003901.0,536586979.0,0.0,1119596,58,13.4,2.6,10.8,16.0,5.8,1.0,1010.8,1002.0,82.0
49,2020-03-03,GRANADA,923025409.0,938916766.0,905409920.0,917709042.0,75923827.0,48252750.0,232672316.0,410007483.0,792935926.0,941561112.0,894071710.0,537989167.0,1098886882.0,3184379326.0,6478916558.0,17915105732.0,5245515651.0,10659271687.0,2510567321.0,6998739299.0,9752492436.0,10818158912.0,10010605188.0,4491512680.0,473564062.0,49231308.0,289415789.0,601347526.0,0.0,914678,687,10.2,0.0,3.0,17.5,2.5,5.8,944.0,941.3,62.0
