,fecha,provincia,poblacion,num_casos
314,2020-03-15,ZARAGOZA,964693.0,24.0
315,2020-03-16,ALICANTE,1858683.0,68.0
316,2020-03-16,ALMERIA,716820.0,5.0
317,2020-03-16,BADAJOZ,673559.0,19.0
318,2020-03-16,CADIZ,1240155.0,20.0
319,2020-03-16,CIUDAD_REAL,495761.0,33.0
320,2020-03-16,CORDOBA,782979.0,10.0
321,2020-03-16,GRANADA,914678.0,23.0
322,2020-03-16,HUELVA,521870.0,3.0
323,2020-03-16,JAEN,633564.0,8.0
324,2020-03-16,LA_CORUÑA,1119596.0,47.0
325,2020-03-16,LUGO,329587.0,11.0
326,2020-03-16,MADRID,6663394.0,1414.0
327,2020-03-16,MALAGA,1661785.0,40.0
328,2020-03-16,ORENSE,307651.0,5.0
329,2020-03-16,PALENCIA,160980.0,0.0
330,2020-03-16,PONTEVEDRA,942665.0,28.0
331,2020-03-16,SALAMANCA,330119.0,36.0
332,2020-03-16,SEVILLA,1942389.0,20.0
333,2020-03-16,VALENCIA,2565124.0,63.0
334,2020-03-16,ZAMORA,172539.0,7.0
335,2020-03-16,ZARAGOZA,964693.0,27.0
336,2020-03-17,ALICANTE,1858683.0,95.0
337,2020-03-17,ALMERIA,716820.0,8.0
338,2020-03-17,BADAJOZ,673559.0,17.0
339,2020-03-17,CADIZ,1240155.0,19.0
340,2020-03-17,CIUDAD_REAL,495761.0,61.0
341,2020-03-17,CORDOBA,782979.0,30.0
342,2020-03-17,GRANADA,914678.0,53.0
343,2020-03-17,HUELVA,521870.0,17.0
344,2020-03-17,JAEN,633564.0,28.0
345,2020-03-17,LA_CORUÑA,1119596.0,48.0
346,2020-03-17,LUGO,329587.0,8.0
347,2020-03-17,MADRID,6663394.0,2067.0
348,2020-03-17,MALAGA,1661785.0,77.0
349,2020-03-17,ORENSE,307651.0,12.0
350,2020-03-17,PALENCIA,160980.0,6.0
351,2020-03-17,PONTEVEDRA,942665.0,43.0
352,2020-03-17,SALAMANCA,330119.0,29.0
353,2020-03-17,SEVILLA,1942389.0,21.0
354,2020-03-17,VALENCIA,2565124.0,85.0
355,2020-03-17,ZAMORA,172539.0,9.0
356,2020-03-17,ZARAGOZA,964693.0,30.0
357,2020-03-18,ALICANTE,1858683.0,81.0
358,2020-03-18,ALMERIA,716820.0,5.0
359,2020-03-18,BADAJOZ,673559.0,14.0
360,2020-03-18,CADIZ,1240155.0,21.0
361,2020-03-18,CIUDAD_REAL,495761.0,100.0
362,2020-03-18,CORDOBA,782979.0,15.0
363,2020-03-18,GRANADA,914678.0,53.0
364,2020-03-18,HUELVA,521870.0,7.0
365,2020-03-18,JAEN,633564.0,33.0
366,2020-03-18,LA_CORUÑA,1119596.0,65.0
367,2020-03-18,LUGO,329587.0,14.0
368,2020-03-18,MADRID,6663394.0,1849.0
369,2020-03-18,MALAGA,1661785.0,73.0
370,2020-03-18,ORENSE,307651.0,25.0
371,2020-03-18,PALENCIA,160980.0,6.0
372,2020-03-18,PONTEVEDRA,942665.0,73.0
373,2020-03-18,SALAMANCA,330119.0,44.0
374,2020-03-18,SEVILLA,1942389.0,41.0
375,2020-03-18,VALENCIA,2565124.0,135.0
376,2020-03-18,ZAMORA,172539.0,10.0
377,2020-03-18,ZARAGOZA,964693.0,46.0
378,2020-03-19,ALICANTE,1858683.0,79.0
379,2020-03-19,ALMERIA,716820.0,9.0
380,2020-03-19,BADAJOZ,673559.0,11.0
381,2020-03-19,CADIZ,1240155.0,20.0
382,2020-03-19,CIUDAD_REAL,495761.0,128.0
383,2020-03-19,CORDOBA,782979.0,38.0
384,2020-03-19,GRANADA,914678.0,75.0
385,2020-03-19,HUELVA,521870.0,7.0
386,2020-03-19,JAEN,633564.0,27.0
387,2020-03-19,LA_CORUÑA,1119596.0,51.0
388,2020-03-19,LUGO,329587.0,13.0
389,2020-03-19,MADRID,6663394.0,2378.0
390,2020-03-19,MALAGA,1661785.0,107.0
391,2020-03-19,ORENSE,307651.0,21.0
392,2020-03-19,PALENCIA,160980.0,19.0
393,2020-03-19,PONTEVEDRA,942665.0,71.0
394,2020-03-19,SALAMANCA,330119.0,54.0
395,2020-03-19,SEVILLA,1942389.0,56.0
396,2020-03-19,VALENCIA,2565124.0,133.0
397,2020-03-19,ZAMORA,172539.0,12.0
398,2020-03-19,ZARAGOZA,964693.0,69.0
399,2020-03-20,ALICANTE,1858683.0,113.0
400,2020-03-20,ALMERIA,716820.0,9.0
401,2020-03-20,BADAJOZ,673559.0,15.0
402,2020-03-20,CADIZ,1240155.0,33.0
403,2020-03-20,CIUDAD_REAL,495761.0,166.0
404,2020-03-20,CORDOBA,782979.0,24.0
405,2020-03-20,GRANADA,914678.0,76.0
406,2020-03-20,HUELVA,521870.0,8.0
407,2020-03-20,JAEN,633564.0,33.0
408,2020-03-20,LA_CORUÑA,1119596.0,105.0
409,2020-03-20,LUGO,329587.0,14.0
410,2020-03-20,MADRID,6663394.0,2310.0
411,2020-03-20,MALAGA,1661785.0,70.0
412,2020-03-20,ORENSE,307651.0,67.0
413,2020-03-20,PALENCIA,160980.0,14.0
414,2020-03-20,PONTEVEDRA,942665.0,89.0
415,2020-03-20,SALAMANCA,330119.0,71.0
416,2020-03-20,SEVILLA,1942389.0,65.0
417,2020-03-20,VALENCIA,2565124.0,166.0
418,2020-03-20,ZAMORA,172539.0,14.0
419,2020-03-20,ZARAGOZA,964693.0,82.0
420,2020-03-21,ALICANTE,1858683.0,81.0
421,2020-03-21,ALMERIA,716820.0,10.0
422,2020-03-21,BADAJOZ,673559.0,29.0
423,2020-03-21,CADIZ,1240155.0,67.0
424,2020-03-21,CIUDAD_REAL,495761.0,157.0
425,2020-03-21,CORDOBA,782979.0,18.0
426,2020-03-21,GRANADA,914678.0,69.0
427,2020-03-21,HUELVA,521870.0,8.0
428,2020-03-21,JAEN,633564.0,48.0
429,2020-03-21,LA_CORUÑA,1119596.0,98.0
430,2020-03-21,LUGO,329587.0,21.0
431,2020-03-21,MADRID,6663394.0,1941.0
432,2020-03-21,MALAGA,1661785.0,91.0
